pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
eps CrB,b,eps CrB b,Radial Velocity,0,1,417.9,0.5,-0.5,0,1,1.3,,,0,1,0.11,0.03,-0.03,0,1,,,,,0,6.7,0.3,-0.3,0,1,Msini,,,,,0,,,,,0,0,0,0,15h57m35.25s,+26d52m40.4s,239.396881,0.000001,26.87788,0.000001,2,69.98,1.05,-1.05,0,4,4.15,,0,V (Johnson),3.66,,0,4406,15,-15,0,3,1.7,0.1,-0.1,0,2,21,,,0,2,0,10/09/2015,Bohyunsan Optical Astronomical Observatory
eps Tau,b,eps Tau b,Radial Velocity,0,1,594.9,5.3,-5.3,0,1,1.93,0.03,-0.03,0,2,0.151,0.023,-0.023,0,1,,,,,0,7.6,0.2,-0.2,0,3,Msini,,,,,0,,,,,0,0,0,0,04h28m37.00s,+19d10m49.6s,67.154167,0.000002,19.180431,0.000002,2,49.23,1.03,-1.03,0,4,3.54,,0,V (Johnson),3.159,,0,4901,20,,0,4,2.7,0.1,,0,4,13.7,0.6,,0,2,0,31/01/2019,Okayama Astrophysical Observatory
gam 1 Leo,b,gam 1 Leo b,Radial Velocity,0,1,428.5,1.25,-1.25,0,1,1.19,0.02,-0.02,0,1,0.144,0.046,-0.046,0,1,,,,,0,8.78,1,-1,0,1,Msini,,,,,0,,,,,0,0,0,0,10h19m58.36s,+19d50m29.4s,154.993149,0.000002,19.841488,0.000002,2,38.52,1.19,-1.27,0,3,1.98,,0,V (Johnson),,,,4330,15,,0,3,1.23,0.21,,0,3,31.88,1.61,,0,2,0,31/01/2019,Bohyunsan Optical Astronomical Observatory
gam Cep,b,gam Cep b,Radial Velocity,0,1,903.3,1.5,-1.5,0,2,2.05,0.06,-0.06,0,2,0.049,0.034,-0.034,0,2,,,,,0,1.85,0.16,-0.16,0,2,Msini,,,,,0,,,,,0,0,0,0,23h39m20.85s,+77d37m56.2s,354.836884,0.000001,77.632278,0.000001,3,13.54,0.07,-0.07,0,8,3.21,0.01,0,V (Johnson),2.804,,0,,,,,5,1.4,0.12,-0.12,0,5,4.9,,,0,4,1,27/08/2014,Multiple Observatories
kap CrB,b,kap CrB b,Radial Velocity,0,1,1285,14,-14,0,9,2.65,0.13,-0.13,0,9,0.167,0.032,-0.032,0,9,,,,,4,1.811,0.057,-0.057,0,13,Msini,,,,,0,,,,,0,0,0,0,15h51m13.93s,+35d39m26.6s,237.808044,0.000001,35.657383,0.000002,2,30.09,0.1,-0.1,0,5,4.79,,0,V (Johnson),4.46,,0,4871,,,0,7,1.5,,,0,7,4.85,,,0,6,1,06/12/2018,Lick Observatory
kap And,b,kap And b,Imaging,0,1,,,,,0,55,2,-2,0,2,,,,,0,,,,,0,13.616,23.042,-1.047,0,2,Mass,,,,,0,,,,,0,0,0,0,23h40m24.51s,+44d20m02.2s,355.102112,0.000001,44.333931,0.000001,2,50.06,0.86,-0.86,0,5,4.14,,0,V (Johnson),4.053,,0,10900,300,-300,0,3,2.6,0.2,-0.2,0,2,,,,,0,0,14/05/2014,Subaru Telescope
mu Leo,b,mu Leo b,Radial Velocity,0,1,357.8,1.2,-1.2,0,1,1.1,0.1,-0.1,0,1,0.09,0.06,-0.06,0,1,,,,,0,2.4,0.4,-0.4,0,1,Msini,,,,,0,,,,,0,0,0,0,09h52m45.82s,+26d00m25.0s,148.190903,0.000002,26.006952,0.000001,2,32.63,0.45,-0.45,0,4,3.88,,0,V (Johnson),3.421,,0,4538.2,27.5,-27.5,0,2,1.5,0.1,-0.1,0,1,11.4,0.2,-0.2,0,2,0,14/05/2014,Bohyunsan Optical Astronomical Observatory
nu Oph,b,nu Oph b,Radial Velocity,0,2,530.21,0.1,-0.1,0,2,1.79,,,0,2,0.124,0.003,-0.003,0,2,90,,,0,1,22.206,,,0,2,Mass,,,,,0,,,,,0,0,0,0,17h59m01.59s,-09d46m25.1s,269.756622,0.000002,-9.773632,0.000001,2,46.2,0.6,-0.6,0,5,3.34,,0,V (Johnson),2.978,,0,4886,42,-42,0,4,2.7,0.2,-0.2,0,3,14.6,0.3,-0.3,0,3,0,26/09/2019,Okayama Astrophysical Observatory
nu Oph,c,nu Oph c,Radial Velocity,0,2,3184.83,5.93,-5.93,0,2,5.931,,,0,2,0.18,0.006,-0.006,0,2,90,,,0,1,24.662,,,0,2,Mass,,,,,0,,,,,0,0,0,0,17h59m01.59s,-09d46m25.1s,269.756622,0.000002,-9.773632,0.000001,2,46.2,0.6,-0.6,0,5,3.34,,0,V (Johnson),2.978,,0,4886,42,-42,0,4,2.7,0.2,-0.2,0,3,14.6,0.3,-0.3,0,3,0,26/09/2019,Okayama Astrophysical Observatory
ome Ser,b,ome Ser b,Radial Velocity,0,1,277.02,0.52,-0.51,0,1,1.1,,,0,1,0.106,0.079,-0.069,0,1,,,,,0,1.7,,,0,1,Msini,,,,,0,,,,,0,0,0,0,15h50m17.55s,+02d11m47.4s,237.573105,0.000002,2.196509,0.000002,2,76.91,0.79,-0.79,0,4,5.23,,0,V (Johnson),4.883,,0,4770,10,-10,0,2,2.17,0.21,-0.29,0,1,12.3,0.88,-0.82,0,2,0,14/05/2014,Okayama Astrophysical Observatory
omi CrB,b,omi CrB b,Radial Velocity,0,1,187.83,0.54,-0.54,0,1,0.83,,,0,1,0.191,0.085,-0.085,0,1,,,,,0,1.5,,,0,1,Msini,,,,,0,,,,,0,0,0,0,15h20m08.56s,+29d36m58.4s,230.03566,0.000001,29.616209,0.000001,2,84.99,0.55,-0.55,0,4,5.51,,0,V (Johnson),5.187,,0,4749,20,,0,3,2.13,0.23,,0,2,10.5,0.7,,0,3,0,03/09/2015,Okayama Astrophysical Observatory
omi UMa,b,omi UMa b,Radial Velocity,0,1,1630,35,-35,0,1,3.9,,,0,1,0.13,0.065,-0.065,0,1,,,,,0,4.1,,,0,1,Msini,,,,,0,,,,,0,0,0,0,08h30m15.87s,+60d43m05.4s,127.566124,0.000001,60.71817,0.000001,2,60.5,1.34,-1.34,0,4,3.36,,0,V (Johnson),3.027,,0,5242,10,,0,2,3.09,0.07,,0,1,14.1,1,,0,2,0,03/09/2015,Okayama Astrophysical Observatory
tau Boo,b,tau Boo b,Radial Velocity,0,1,3.3124568,0.0000069,-0.0000069,0,4,0.049,0.003,-0.003,0,3,0.011,0.006,-0.006,0,4,,,,,1,4.32,0.04,-0.04,0,4,Msini,,,,,0,,,,,0,0,0,0,13h47m15.74s,+17d27m24.9s,206.815598,0.000001,17.456905,0.000001,3,15.66,0.08,-0.08,0,5,4.5,,0,V (Johnson),4.295,,0,6400,,,0,6,1.34,0.05,-0.05,0,5,1.46,0.05,-0.05,0,4,0,16/04/2015,Roque de los Muchachos Observatory
tau Gem,b,tau Gem b,Radial Velocity,0,1,305.5,0.1,-0.1,0,2,1.17,,,0,1,0.031,0.009,-0.009,0,1,,,,,0,20.6,,,0,2,Msini,,,,,0,,,,,0,0,0,0,07h11m08.37s,+30d14m42.6s,107.784882,0.000002,30.245163,0.000001,2,112.64,4.07,-4.07,0,4,4.42,,0,V (Johnson),3.954,,0,4388,25,-25,0,2,2.3,0.3,-0.3,0,1,26.8,0.7,-0.7,0,2,0,14/05/2014,Lick Observatory
ups And,b,ups And b,Radial Velocity,0,3,4.617033,0.000023,-0.000023,0,5,0.059222,0,0,0,5,0.0215,0.0007,-0.0007,0,5,,,,,0,0.6876,0.0044,-0.0044,0,5,Msini,,,,,0,,,,,0,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.40546,0.000001,3,13.41,0.06,-0.06,0,6,4.1,,0,V (Johnson),3.898,,0,,,,,6,1.3,,,0,5,1.56,,,0,3,0,31/01/2019,Lick Observatory
ups And,c,ups And c,Radial Velocity,0,3,241.258,0.064,-0.064,0,4,0.827774,0.000015,-0.000015,0,4,0.2596,0.0079,-0.0079,0,4,,,,,0,1.981,0.019,-0.019,0,4,Msini,,,,,0,,,,,0,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.40546,0.000001,3,13.41,0.06,-0.06,0,6,4.1,,0,V (Johnson),3.898,,0,,,,,6,1.3,,,0,5,1.56,,,0,3,0,31/01/2019,Multiple Observatories
Kepler-171,b,Kepler-171 b,Transit,0,3,4.166972,0.000007,-0.000007,0,4,0.05,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.094,-0.094,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,14/05/2014,Kepler
Kepler-171,c,Kepler-171 c,Transit,0,3,11.463462,0.000026,-0.000026,0,4,0.098,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.103,-0.103,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,14/05/2014,Kepler
Kepler-170,b,Kepler-170 b,Transit,0,2,7.930592,0.000014,-0.000014,0,5,0.08,,,0,1,,,,,0,,,,,0,,,,,1,,0.285,0.02,-0.02,0,4,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,0.000017,41.629604,0.000017,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679,57,-57,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,14/05/2014,Kepler
Kepler-170,c,Kepler-170 c,Transit,0,2,16.665863,0.000053,-0.000053,0,5,0.131,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.015,-0.015,0,3,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,0.000017,41.629604,0.000017,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679,57,-57,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,14/05/2014,Kepler
Kepler-171,d,Kepler-171 d,Transit,0,3,39.595519,0.000699,-0.000699,0,4,0.223,,,0,1,,,,,0,,,,,0,,,,,0,,0.169,0.08,-0.08,0,3,,,,,0,1,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,14/05/2014,Kepler
Kepler-172,b,Kepler-172 b,Transit,0,4,2.940309,0.000007,-0.000007,0,4,0.04,,,0,1,,,,,0,,,,,0,,,,,0,,0.21,0.037,-0.037,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,14/05/2014,Kepler
Kepler-172,c,Kepler-172 c,Transit,0,4,6.388996,0.00002,-0.00002,0,4,0.068,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.047,-0.047,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,14/05/2014,Kepler
Kepler-172,d,Kepler-172 d,Transit,0,4,14.627119,0.000105,-0.000105,0,4,0.118,,,0,1,,,,,0,,,,,0,,,,,0,,0.201,0.036,-0.036,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,14/05/2014,Kepler
Kepler-172,e,Kepler-172 e,Transit,0,4,35.118736,0.000253,-0.000253,0,3,0.211,,,0,1,,,,,0,,,,,0,,,,,0,,0.246,0.05,-0.05,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,14/05/2014,Kepler
Kepler-173,b,Kepler-173 b,Transit,0,2,4.263742,0.000021,-0.000021,0,3,0.048,,,0,1,,,,,0,,,,,0,,,,,0,,0.115,0.057,-0.057,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,0.000017,41.884106,0.000017,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031,200,-200,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,14/05/2014,Kepler
Kepler-173,c,Kepler-173 c,Transit,0,2,8.005777,0.000015,-0.000015,0,4,0.074,,,0,1,,,,,0,,,,,0,,,,,0,,0.217,0.108,-0.108,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,0.000017,41.884106,0.000017,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031,200,-200,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,14/05/2014,Kepler
Kepler-174,b,Kepler-174 b,Transit,0,3,13.98179,0.000024,-0.000024,0,4,0.1,,,0,1,,,,,0,,,,,0,,,,,0,,0.175,0.01,-0.01,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,14/05/2014,Kepler
Kepler-174,c,Kepler-174 c,Transit,0,3,44.000529,0.000265,-0.000265,0,5,0.214,,,0,1,,,,,0,,,,,0,,,,,0,,0.133,0.008,-0.008,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,14/05/2014,Kepler
Kepler-174,d,Kepler-174 d,Transit,0,3,247.35373,0.002001,-0.002001,0,5,0.677,,,0,1,,,,,0,,,,,0,,,,,0,,0.195,0.012,-0.012,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,14/05/2014,Kepler
Kepler-175,b,Kepler-175 b,Transit,0,2,11.903515,0.000046,-0.000046,0,4,0.105,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.114,-0.114,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,0.000017,43.876183,0.000017,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064,200,-200,0,6,,,,,2,1.01,0.5,-0.5,0,6,1,14/05/2014,Kepler
Kepler-175,c,Kepler-175 c,Transit,0,2,34.035257,0.000279,-0.000279,0,4,0.213,,,0,1,,,,,0,,,,,0,,,,,0,,0.277,0.139,-0.139,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,0.000017,43.876183,0.000017,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064,200,-200,0,6,,,,,2,1.01,0.5,-0.5,0,6,1,14/05/2014,Kepler
Kepler-176,b,Kepler-176 b,Transit,0,4,5.433074,0.000024,-0.000024,0,4,0.058,,,0,1,,,,,0,,,,,0,,,,,0,,0.128,0.065,-0.065,0,3,,,,,0,0,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,14/05/2014,Kepler
Kepler-176,c,Kepler-176 c,Transit,0,4,12.759712,0.000033,-0.000033,0,4,0.102,,,0,1,,,,,0,,,,,0,,,,,1,,0.232,0.119,-0.119,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,14/05/2014,Kepler
HD 83443,b,HD 83443 b,Radial Velocity,0,1,2.9857,0.000057,-0.000057,0,5,0.04,0,0,0,5,0.01,0.01,-0.01,0,5,,,,,0,0.34,0.02,-0.02,0,5,Msini,,,,,0,,,,,0,0,0,0,09h37m11.83s,-43d16m19.9s,144.299286,0.000002,-43.272205,0.000002,2,40.95,0.06,-0.06,0,2,8.222,0.011,0,V (Johnson),8.026,,0,5442,17,-17,0,6,0.79,0.07,-0.07,0,7,0.94,0.02,-0.02,0,4,1,06/09/2018,Multiple Observatories
HD 85390,b,HD 85390 b,Radial Velocity,0,1,799.52,2.41,-2.41,0,3,1.373,0.035,-0.035,0,3,0.5,0.05,-0.05,0,3,,,,,0,0.099,0.01,-0.01,0,3,Msini,,,,,0,,,,,0,0,0,0,09h50m02.50s,-49d47m25.0s,147.510406,0.000002,-49.790268,0.000002,2,33.56,0.04,-0.04,0,2,8.526,0.014,0,V (Johnson),8.295,,0,5186,,,0,5,0.76,,,0,4,,,,,2,0,14/03/2019,La Silla Observatory
HD 85512,b,HD 85512 b,Radial Velocity,0,1,58.43,0.13,-0.13,0,2,0.26,0,0,0,2,0.11,0.1,-0.1,0,2,,,,,1,0.01,0,0,0,2,Msini,,,,,0,,,,,0,0,0,0,09h51m07.05s,-43d30m10.0s,147.779388,0.000002,-43.502789,0.000002,4,11.28,0.01,-0.01,0,4,7.67,,0,V (Johnson),7.187,,0,4300,45,-45,0,5,0.43,0.1,-0.1,0,5,0.71,0.02,-0.02,0,4,0,06/09/2018,La Silla Observatory
HD 86081,b,HD 86081 b,Radial Velocity,0,1,2.1378431,0.0000031,-0.0000031,0,3,0.0346,0.0027,-0.0027,0,3,0.0119,0.0047,-0.0047,0,3,,,,,0,1.48,0.23,-0.23,0,3,Msini,,,,,0,,,,,0,0,0,0,09h56m05.92s,-03d48m30.3s,149.024658,0.000003,-3.808422,0.000002,2,104.24,0.55,-0.55,0,2,8.73,,0,V (Johnson),8.588,,0,5939,,,0,5,1.21,0.28,-0.28,0,5,1.46,0.14,-0.14,0,5,0,27/09/2018,W. M. Keck Observatory
HD 86226,b,HD 86226 b,Radial Velocity,0,1,1695,58,-58,0,2,2.84,0.06,-0.06,0,2,0.15,0.09,-0.09,0,2,,,,,0,0.92,0.1,-0.1,0,2,Msini,,,,,0,,,,,0,0,0,0,09h56m29.85s,-24d05m57.8s,149.124359,0.000002,-24.09939,0.000002,2,45.74,0.1,-0.1,0,3,7.932,0.013,0,V (Johnson),7.771,,0,5903,31,-31,0,3,1.06,0.03,-0.03,0,3,1.02,0.03,-0.03,0,2,0,14/05/2014,Las Campanas Observatory
HD 86264,b,HD 86264 b,Radial Velocity,0,1,1475,55,-55,0,1,2.86,0.07,-0.07,0,1,0.7,0.2,-0.2,0,1,,,,,0,7,1.6,-1.6,0,1,Msini,,,,,0,,,,,0,0,0,0,09h56m57.84s,-15d53m42.4s,149.240997,0.000002,-15.895122,0.000002,2,67.94,0.27,-0.27,0,2,7.407,0.011,0,V (Johnson),7.284,,0,6210,44,-44,0,4,1.42,0.05,-0.05,0,2,1.88,0.12,-0.12,0,2,0,24/04/2015,Lick Observatory
HD 87883,b,HD 87883 b,Radial Velocity,0,1,2754,87,-87,0,2,3.58,0.1,-0.1,0,2,0.53,0.12,-0.12,0,2,,,,,0,1.54,0.26,-0.26,0,2,Msini,,,,,0,,,,,0,0,0,0,10h08m43.14s,+34d14m32.1s,152.179749,0.000002,34.24226,0.000001,3,18.3,0.01,-0.01,0,4,7.55,0.02,0,V (Johnson),7.272,,0,4915,73,-73,0,5,0.66,0.09,-0.09,0,3,0.79,0.03,-0.03,0,4,0,06/09/2018,Lick Observatory
HD 88133,b,HD 88133 b,Radial Velocity,0,1,3.414884,0.00003,-0.00003,0,6,0.0479,0.0033,-0.0033,0,6,0.031,0.021,-0.021,0,6,,,,,1,0.2845,0.0063,-0.0063,0,7,Msini,,,,,0,,,,,0,0,0,0,10h10m07.68s,+18d11m12.7s,152.531982,0.000003,18.186871,0.000001,2,73.77,0.3,-0.3,0,2,8.01,,0,V (Johnson),7.81,,0,5392,,,0,9,1.26,,,0,7,2.2,,,0,7,0,06/12/2018,W. M. Keck Observatory
HD 89307,b,HD 89307 b,Radial Velocity,0,1,2166,38,-38,0,5,3.27,0.07,-0.07,0,5,0.2,0.05,-0.05,0,5,,,,,0,2.11,0.21,-0.21,0,5,Msini,,,,,0,,,,,0,0,0,0,10h18m21.29s,+12d37m16.0s,154.588699,0.000002,12.621108,0.000002,2,32.04,0.05,-0.05,0,2,7.009,0.011,0,V (Johnson),6.868,,0,5955,14,-14,0,5,1.27,0.12,-0.12,0,5,1.1,0.01,-0.01,0,5,0,06/09/2018,Lick Observatory
HD 89744,b,HD 89744 b,Radial Velocity,0,1,256.78,0.02,-0.02,0,3,0.917,0.009,-0.009,0,3,0.677,0.003,-0.003,0,3,,,,,0,8.35,0.18,-0.18,0,3,Msini,,,,,0,,,,,0,0,0,0,10h22m10.56s,+41d13m46.3s,155.544006,0.000001,41.22953,0.000001,2,38.68,0.11,-0.11,0,5,5.72,0.009,0,V (Johnson),5.586,,0,6291,,,0,6,1.86,,,0,5,,,,,2,0,14/03/2019,Fred Lawrence Whipple Observatory
HD 90156,b,HD 90156 b,Radial Velocity,0,1,49.77,0.07,-0.07,0,1,0.25,0.004,-0.004,0,1,0.31,0.1,-0.1,0,1,,,,,0,0.057,0.005,-0.005,0,1,Msini,,,,,0,,,,,0,0,0,0,10h23m55.28s,-29d38m43.9s,155.980316,0.000002,-29.645529,0.000002,3,21.96,0.02,-0.02,0,3,6.92,0.01,0,V (Johnson),6.74,,0,5599,12,-12,0,4,0.84,,,0,4,,,,,3,0,14/05/2014,La Silla Observatory
HD 92788,b,HD 92788 b,Radial Velocity,0,2,325.803,0.036525,-0.036525,0,5,0.97,0.02,-0.02,0,5,0.35,0.004,-0.005,0,5,,,,,0,3.76,0.16,-0.15,0,5,Msini,,,,,0,,,,,0,0,0,0,10h42m48.53s,-02d11m01.5s,160.702209,0.000003,-2.183756,0.000002,2,34.69,0.06,-0.06,0,2,7.31,,0,V (Johnson),7.139,,0,5744,24,-24,0,10,1.15,0.07,-0.07,0,10,1.14,0.02,-0.02,0,6,0,11/04/2019,Multiple Observatories
HD 93083,b,HD 93083 b,Radial Velocity,0,1,143.58,0.6,-0.6,0,1,0.477,,,0,1,0.14,0.03,-0.03,0,1,,,,,0,0.37,,,0,1,Msini,,,,,0,,,,,0,0,0,0,10h44m20.91s,-33d34m37.3s,161.087143,0.000003,-33.577023,0.000002,3,28.54,0.04,-0.04,0,4,8.3,0,0,V (Johnson),8.042,,0,4995,50,-50,0,6,0.7,0.04,-0.04,0,4,,,,,3,0,14/05/2014,La Silla Observatory
HD 95086,b,HD 95086 b,Imaging,0,1,,,,,0,55.7,2.5,-2.5,0,2,,,,,0,,,,,0,5,2,-2,0,4,Mass,,,,,0,,,,,0,0,0,0,10h57m03.02s,-68d40m02.4s,164.262589,0.000001,-68.667343,0.000001,2,86.44,0.24,-0.24,0,4,7.36,0.01,0,V (Johnson),7.309,,0,,,,,1,1.6,,,0,2,,,,,1,1,14/05/2014,Paranal Observatory
HD 95089,b,HD 95089 b,Radial Velocity,0,2,464.4,3.8,-3.8,0,2,1.36,0.13,-0.13,0,2,0.119,0.072,-0.072,0,2,,,,,0,1.26,0.085,-0.085,0,2,Msini,,,,,0,,,,,0,0,0,0,10h58m47.74s,+01d43m45.2s,164.698898,0.000003,1.729216,0.000002,2,137.46,1.95,-1.95,0,2,7.92,,0,V (Johnson),7.661,,0,4918,,,0,5,1.54,,,0,5,5.08,,,0,4,1,06/12/2018,W. M. Keck Observatory
HD 95127,b,HD 95127 b,Radial Velocity,0,1,482,5,-5,0,2,1.28,0.08,-0.08,0,2,0.11,0.1,-0.1,0,2,,,,,0,10.63,8.06,-8.06,0,2,Msini,,,,,0,,,,,0,0,0,0,10h59m35.09s,+43d48m52.1s,164.896194,0.000002,43.814465,0.000002,2,689.75,45.77,-45.77,0,3,8.15,0.01,0,V (Johnson),7.721,,0,4218,30,-30,0,3,3.7,4.16,-4.16,0,2,41.01,18.22,-18.22,0,3,0,06/09/2018,McDonald Observatory
HD 96063,b,HD 96063 b,Radial Velocity,0,1,362.5,2.2,-2.2,0,2,1.11,0.14,-0.14,0,2,0.17,0.11,-0.11,0,2,,,,,0,1.27,0.27,-0.27,0,2,Msini,,,,,0,,,,,0,0,0,0,11h04m44.45s,-02d30m47.6s,166.185226,0.000004,-2.513218,0.000002,2,140.62,1.33,-1.33,0,2,8.21,,0,V (Johnson),7.97,,0,5020,,,0,5,1.37,,,0,4,4.75,,,0,4,0,06/12/2018,W. M. Keck Observatory
HD 96167,b,HD 96167 b,Radial Velocity,0,1,498.04,0.76,-0.76,0,4,1.332,0.098,-0.098,0,4,0.685,0.029,-0.029,0,4,,,,,0,0.717,0.04,-0.04,0,4,Msini,,,,,0,,,,,0,0,0,0,11h05m15.07s,-10d17m28.7s,166.31279,0.000003,-10.291301,0.000003,2,85.51,0.41,-0.41,0,2,8.09,,0,V (Johnson),7.928,,0,5733,,,0,7,1.27,,,0,6,1.94,,,0,6,0,06/12/2018,W. M. Keck Observatory
HIP 97233,b,HIP 97233 b,Radial Velocity,0,1,1058.8,6.7,-6.7,0,1,2.55,0.05,-0.05,0,1,0.61,0.03,-0.03,0,1,,,,,0,20,0.4,-0.4,0,1,Msini,,,,,0,,,,,0,0,0,0,19h45m41.27s,-00d41m47.9s,296.421967,0.000003,-0.696645,0.000002,2,102.58,0.41,-0.41,0,3,7.34,,0,V (Johnson),7.07,,0,5020,100,-100,0,2,1.93,0.11,-0.11,0,1,5.34,0.55,-0.55,0,2,0,03/10/2014,Multiple Observatories
