pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
EPIC 206215704,b,EPIC 206215704 b,Transit,0,1,2.25372,0.00047,-0.00047,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.08,0.017,-0.018,0,1,,,,,0,0,0,1,22h20m22.76s,-09d30m34.3s,335.094818,0,-9.509531,0,1,110.22,1.08,-1.08,0,1,15.598,,0,Kepler-band,16.172,,0,,,,,1,0.41,0.1,-0.08,0,1,,,,,0,0,13/06/2019,K2
EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252,0.00017,-0.00018,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.086,0.01,-0.013,0,1,,,,,0,0,0,1,22h30m28.22s,-07d58m20.7s,337.617584,0,-7.972406,0,1,317.2,2.94,-2.94,0,1,14.051,0.036,0,V (Johnson),13.774,,0,,,,,1,0.71,0.09,-0.03,0,1,,,,,1,0,13/06/2019,K2
EPIC 212297394,b,EPIC 212297394 b,Transit,0,1,2.28943,0.00019,-0.00019,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.118,0.007,-0.008,0,1,,,,,0,0,0,1,13h48m49.49s,-17d36m35.7s,207.206223,0,-17.609905,0,1,423.35,7.34,-7.34,0,1,14.423,0.03,0,V (Johnson),14.186,,0,,,,,1,0.83,0.09,-0.12,0,1,,,,,1,0,13/06/2019,K2
EPIC 212424622,b,EPIC 212424622 b,Transit,0,1,18.0983,0.006,-0.0058,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.194,0.06,-0.037,0,1,,,,,0,0,0,1,13h29m19.54s,-14d21m34.1s,202.331421,0,-14.359463,0,1,622.67,10.4,-10.4,0,1,13.354,0.04,0,V (Johnson),13.203,,0,,,,,1,1.11,0.14,-0.12,0,1,,,,,1,0,13/06/2019,K2
EPIC 212499991,b,EPIC 212499991 b,Transit,0,1,34.885,0.011,-0.01,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.143,0.012,-0.014,0,1,,,,,0,0,0,1,13h29m57.30s,-12d44m05.0s,202.48877,0,-12.734723,0,1,285.61,2.05,-2.05,0,1,13.552,0.02,0,V (Johnson),13.312,,0,,,,,1,0.91,0.04,-0.16,0,1,,,,,1,0,13/06/2019,K2
EPIC 212587672,b,EPIC 212587672 b,Transit,0,1,15.2841,0.0037,-0.0029,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,0.011,-0.008,0,1,,,,,0,0,0,1,13h41m46.73s,-10d51m44.8s,205.444702,0,-10.862432,0,1,322.88,6.33,-6.33,0,1,12.487,0.268,0,V (Johnson),12.204,,0,,,,,1,0.95,0.04,-0.04,0,1,,,,,1,0,13/06/2019,K2
K2-282,c,EPIC 220554210 c,Transit,0,2,0.70531,0.00005,-0.00005,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.132,0.012,-0.009,0,1,,,,,0,0,0,1,00h53m43.68s,+07d59m43.1s,13.432017,0,7.995316,0,1,502.28,7.77,-7.77,0,2,14.042,0.036,0,V (Johnson),13.818,,0,,,,,2,0.94,0.04,-0.04,0,2,,,,,2,0,13/06/2019,K2
NGTS-6,b,NGTS-6 b,Transit,0,1,0.882059,0.0000008,-0.0000008,0,1,0.01677,0.00032,-0.00032,0,1,0,,,0,1,78.231,0.262,-0.21,0,1,1.339,0.028,-0.028,0,1,Mass,1.326,0.097,-0.112,0,1,0.711,0.214,-0.136,0,1,0,0,0,05h03m10.90s,-30d23m57.6420s,75.795417,,-30.399345,,1,311.03,1.43,-1.43,0,1,14.087,0.021,0,V (Johnson),13.818,,0,4730,44,-40,0,2,0.77,0.03,-0.03,0,1,0.75,0.01,-0.01,0,2,1,26/09/2019,Paranal Observatory
K2-289,b,K2-289 b,Transit,0,1,13.156969,0.000047,-0.000051,0,1,0.107,0.001,-0.001,0,1,,,,,0,88.48,0.07,-0.07,0,1,,,,,0,,0.812,0.027,-0.027,0,1,,,,,0,0,0,1,16h26m34.33s,-15d47m32.6s,246.643036,0,-15.792386,0,1,270.7,7.6,-7.1,0,2,14.465,0.039,0,V (Johnson),13.794,,0,5529,77,-74,0,2,0.95,0.04,-0.05,0,1,1.02,0.03,-0.03,0,2,1,31/01/2019,K2
HD 202772 A,b,HD 202772 A b,Transit,0,1,3.308958,0.000083,-0.000083,0,1,0.05208,0.00064,-0.00068,0,1,0.038,0.042,-0.027,0,1,84.51,1.1,-0.82,0,1,1.017,0.07,-0.068,0,2,Mass,1.545,0.052,-0.06,0,1,0.343,0.043,-0.035,0,1,0,0,0,21h18m47.901s,-26d36m58.95s,319.699588,,-26.616375,,1,147.2,2.5,-2.4,0,2,,,,,8.227,,0,6272,77,-71,0,2,1.72,0.06,-0.07,0,1,2.59,0.08,-0.09,0,2,0,31/01/2019,Transiting Exoplanet Survey Satellite (TESS)
HD 126525,b,HD 126525 b,Radial Velocity,0,1,960.41,6.19,-6.33,0,1,1.837,0.01,-0.01,0,1,0.035,0.039,-0.024,0,1,,,,,0,0.237,0.002,-0.002,0,1,Msini,,,,,0,,,,,0,0,0,0,14h27m32.97s,-51d55m59.1s,216.887375,0.000002,-51.933086,0.000002,2,37.69,0.07,-0.07,0,3,7.847,0.004,0,V (Johnson),7.67,,0,5638,13,-13,0,3,0.9,0.01,-0.01,0,2,0.98,0.03,-0.03,0,2,0,27/06/2019,La Silla Observatory
DS Tuc A,b,DS Tuc A b,Transit,0,1,8.138268,0.000011,-0.000011,0,2,,,,,0,0,,,0,1,89.5,0.34,-0.41,0,2,,,,,1,,0.509,0.015,-0.015,0,2,,,,,0,0,0,0,23h39m39.48s,-69d11m44.7s,354.91449,0.000002,-69.195747,0.000002,2,44.12,0.07,-0.07,0,2,8.469,0.012,0,V (Johnson),8.319,,0,5428,80,-80,0,3,1.01,0.06,-0.06,0,2,0.96,0.03,-0.03,0,3,1,11/07/2019,Transiting Exoplanet Survey Satellite (TESS)
OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,0,1,,,,,0,0.97,0.13,-0.13,0,1,,,,,0,,,,,0,0.04383,0.00491,-0.00491,0,1,Mass,,,,,0,,,,,0,0,0,0,17h56m13.33s,-29d11m56.7s,269.055542,,-29.199083,,1,5650,750,-750,0,1,,,,,,,,,,,,0,0.23,0.03,-0.03,0,1,,,,,0,0,11/07/2019,OGLE
Kepler-82,f,Kepler-82 f,Transit Timing Variations,0,5,75.732,0.012,-0.012,0,1,0.3395,0.0041,-0.0041,0,1,0.0014,0.0018,-0.001,0,1,86.3,0.56,-0.56,0,1,0.06576,0.00315,-0.00315,0,1,Mass,,,,,0,,,,,0,0,1,0,19h31m29.61s,+42d57m58.1s,292.87339,0.000017,42.966137,0.000017,2,927.97,23.07,-23.07,0,3,15.158,,0,Kepler-band,15.138,,0,,,,,6,0.91,0.03,-0.03,0,4,0.9,0.04,-0.02,0,9,1,25/07/2019,KOINet
WASP-180 A,b,WASP-180 A b,Transit,0,1,3.409264,0.000001,-0.000001,0,1,0.048,0.001,-0.001,0,1,0,,,0,1,88.1,0.1,-0.1,0,1,0.9,0.1,-0.1,0,1,Mass,1.24,0.04,-0.04,0,1,0.61,0.07,-0.07,0,1,0,0,0,08h13m34.15s,-01d58m57.9s,123.392292,,-1.98275,,1,255.8,3.38,-3.38,0,1,10.682,0.3,0,V (Johnson),10.913,,0,6600,200,-200,0,2,1.3,0.1,-0.1,0,1,1.19,0.06,-0.06,0,2,0,26/09/2019,SuperWASP
NGTS-5,b,NGTS-5 b,Transit,0,1,3.3569866,0.0000026,-0.0000026,0,1,0.0382,0.0013,-0.0013,0,1,0,,,0,1,86.6,0.2,-0.2,0,1,0.229,0.037,-0.037,0,1,Mass,1.136,0.023,-0.023,0,1,,,,,0,0,0,0,14h44m13.9842s,+05d36m19.347s,221.058267,,5.605374,,1,309.5,2.61,-2.61,0,1,,,,,13.526,,0,4987,41,-41,0,2,0.66,0.07,-0.06,0,1,0.74,0.01,-0.01,0,2,0,16/05/2019,Paranal Observatory
LHS 1140,c,LHS 1140 c,Transit,0,2,3.777931,0.000003,-0.000003,0,1,0.02675,0.0007,-0.0007,0,1,0.31,,,1,1,89.92,0.06,-0.09,0,1,0.00569,0.00123,-0.00123,0,1,Mass,0.114,0.002,-0.002,0,1,4.7,1.1,-1.1,0,1,0,0,0,00h44m59.34s,-15d16m17.5s,11.24724,0.000019,-15.271532,0.000017,2,14.99,0.02,-0.02,0,2,14.18,0.03,0,V (Johnson),12.671,,0,3216,39,-39,0,3,0.18,0.01,-0.01,0,2,0.21,0,0,0,2,0,06/12/2018,Multiple Observatories
CoRoT-21,b,CoRoT-21 b,Transit,0,1,2.72474,0.00014,-0.00014,0,2,0.0417,0.0011,-0.0011,0,2,0,,,0,2,86.8,2.1,-2.1,0,2,2.26,0.31,-0.31,0,2,Mass,1.3,0.14,-0.14,0,2,1.36,0.48,-0.48,0,2,0,0,0,06h44m12.588s,-00d17m56.868s,101.05245,,-0.29913,,1,1398.83,286.45,-286.45,0,1,16,,0,V (Johnson),15.856,,0,6200,100,-100,0,3,1.29,0.09,-0.09,0,2,1.95,0.21,-0.21,0,2,0,06/12/2018,CoRoT
HD 13167,b,HD 13167 b,Radial Velocity,0,1,2613,17,-17,0,1,4.1,0.34,-0.34,0,1,0.563,0.033,-0.033,0,1,,,,,0,3.31,0.16,-0.16,0,1,Msini,,,,,0,,,,,0,0,0,0,02h08m13.78s,-24d41m43.5s,32.057426,0.000003,-24.69541,0.000003,2,149.57,1.08,-1.08,0,2,8.34,,0,V (Johnson),8.16,,0,5671,,,0,2,1.35,,,0,1,2.39,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 14787,b,HD 14787 b,Radial Velocity,0,1,676.6,8.1,-8.1,0,1,1.7,0.19,-0.19,0,1,0.155,0.073,-0.073,0,1,,,,,0,1.121,0.069,-0.069,0,1,Msini,,,,,0,,,,,0,0,0,0,02h23m14.05s,+10d50m12.3s,35.808552,0.000004,10.836746,0.000002,2,119.54,0.75,-0.75,0,2,7.63,,0,V (Johnson),7.378,,0,4946,,,0,2,1.43,,,0,1,5.01,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 18015,b,HD 18015 b,Radial Velocity,0,1,2278,71,-71,0,1,3.87,0.32,-0.32,0,1,0.148,0.061,-0.061,0,1,,,,,0,3.18,0.23,-0.23,0,1,Msini,,,,,0,,,,,0,0,0,0,02h53m27.21s,-08d50m52.9s,43.363365,0.000002,-8.84802,0.000002,2,124.24,0.8,-0.8,0,2,7.89,,0,V (Johnson),7.722,,0,5603,,,0,2,1.49,,,0,1,3.13,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 72490,b,HD 72490 b,Radial Velocity,0,1,858,12,-12,0,1,1.88,0.21,-0.21,0,1,0.124,0.046,-0.046,0,1,,,,,0,1.768,0.08,-0.08,0,1,Msini,,,,,0,,,,,0,0,0,1,08h33m36.65s,+13d33m02.8s,128.40271,0.000003,13.55079,0.000002,3,126.79,1.09,-1.09,0,3,7.82,,0,V (Johnson),7.574,,0,4934,,,0,2,1.21,,,0,1,4.96,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 94834,b,HD 94834 b,Radial Velocity,0,1,1576,76,-76,0,1,2.74,0.18,-0.18,0,1,0.14,0.1,-0.1,0,1,,,,,0,1.26,0.17,-0.17,0,1,Msini,,,,,0,,,,,0,0,0,0,10h57m15.11s,+24d08m34.0s,164.312973,0.000002,24.142782,0.000002,2,98.43,0.64,-0.64,0,2,7.6,,0,V (Johnson),7.302,,0,4798,,,0,2,1.11,,,0,1,4.2,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 180053,b,HD 180053 b,Radial Velocity,0,1,213.72,0.47,-0.47,0,1,0.843,0.063,-0.063,0,1,0.081,0.029,-0.029,0,1,,,,,0,2.194,0.064,-0.064,0,1,Msini,,,,,0,,,,,0,0,0,0,19h13m36.21s,+34d54m52.4s,288.400879,0.000002,34.914543,0.000002,2,137.59,0.61,-0.61,0,2,7.93,,0,V (Johnson),7.703,,0,5131,,,0,2,1.75,,,0,1,4.06,,,0,2,0,06/12/2018,W. M. Keck Observatory
HD 4917,b,HD 4917 b,Radial Velocity,0,1,400.5,1.7,-1.7,0,1,1.167,0.065,-0.065,0,1,0.066,0.041,-0.041,0,1,,,,,0,1.615,0.092,-0.092,0,1,Msini,,,,,0,,,,,0,0,0,0,00h51m06.28s,-12d55m39.4s,12.776146,0.000003,-12.927608,0.000002,2,205.45,2.48,-2.48,0,2,8.03,,0,V (Johnson),7.749,,0,4802,,,0,2,1.32,,,0,1,5.01,,,0,2,0,06/12/2018,W. M. Keck Observatory
EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.603,0.0013,-0.0013,0,1,0.098,0.004,-0.004,0,1,0.2,0.2,-0.2,0,1,89.071,0.161,-0.161,0,1,,,,,0,,0.231,0.011,-0.011,0,1,,,,,0,0,0,1,13h36m53.21s,-07d19m05.3s,204.221695,0,-7.318144,0,1,347.45,12.01,-12.01,0,2,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,2,0.69,0.04,-0.04,0,1,0.67,0.02,-0.02,0,2,2,25/07/2019,K2
EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55,0.0089,-0.0089,0,1,0.28,0.006,-0.006,0,1,0.2,0.2,-0.2,0,1,89.63,0.044,-0.044,0,1,,,,,0,,0.24,0.013,-0.013,0,1,,,,,0,0,0,1,13h36m53.21s,-07d19m05.3s,204.221695,0,-7.318144,0,1,347.45,12.01,-12.01,0,2,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,2,0.69,0.04,-0.04,0,1,0.67,0.02,-0.02,0,2,2,25/07/2019,K2
KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,Microlensing,0,1,,,,,0,3.45,0.98,-0.95,0,1,,,,,0,,,,,0,0.10698,0.0472,-0.03776,0,1,Mass,,,,,0,,,,,0,0,0,0,17h58m35.92s,-28d08m01.21s,269.649667,,-28.133669,,1,4530,1040,-980,0,1,,,,,,,,,,,,0,0.76,0.34,-0.27,0,1,,,,,0,0,25/07/2019,KMTNet
KOI-3680,b,KOI-3680 b,Transit,0,1,141.241671,0.000086,-0.000086,0,2,0.534,0.012,-0.03,0,1,0.496,0.031,-0.031,0,1,89.892,0.069,-0.086,0,1,1.93,0.19,-0.21,0,1,Mass,0.99,0.06,-0.07,0,1,2.46,0.42,-0.36,0,1,0,1,0,19h33m07.58s,+45d18m34.8s,293.281566,0.000017,45.309677,0.000017,2,946.59,24.45,-24.45,0,1,14.77,,0,V (Johnson),14.503,,0,5830,100,-100,0,3,1.01,0.07,-0.16,0,1,0.96,0.05,-0.06,0,3,0,06/12/2018,Kepler
GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,0.0013,-0.0013,0,1,0.026,0.001,-0.001,0,1,0.07,0.05,-0.05,0,1,,,,,0,0.02517,0.00157,-0.00157,0,1,Msini,,,,,0,,,,,0,0,0,0,13h22m56.74s,+24d28m03.5s,200.736403,0.000028,24.467626,0.000019,2,13.75,0.01,-0.01,0,1,12.96,0.02,0,V (Johnson),11.627,,0,3324,51,-51,0,2,0.27,0.02,-0.02,0,1,0.28,0.01,-0.01,0,1,0,06/12/2018,Calar Alto Observatory
GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,0.0012,-0.0012,0,1,0.026,0.001,-0.001,0,1,0.04,0.04,-0.04,0,1,,,,,0,0.02328,0.00157,-0.00157,0,1,Msini,,,,,0,,,,,0,0,0,0,22h13m42.88s,-17d41m08.8s,333.428676,0.000025,-17.685771,0.000017,3,10.26,0.01,-0.01,0,1,13.57,0.02,0,V (Johnson),12.081,,0,3236,51,-51,0,2,0.18,0.02,-0.02,0,1,0.19,0.01,-0.01,0,1,0,06/12/2018,Calar Alto Observatory
TYC 8998-760-1,b,TYC 8998-760-1 b,Imaging,0,1,,,,,0,162,,,0,1,,,,,0,,,,,0,14,3,-3,0,1,Mass,,,,,0,,,,,0,0,0,0,13h25m12.13s,-64d56m20.69s,201.300542,,-64.939081,,1,94.6,0.3,-0.3,0,2,11.13,,0,V (Johnson),10.65,,0,4573,10,-10,0,2,1,0.02,-0.02,0,1,,,,,1,0,02/04/2020,Paranal Observatory
K2-210,b,K2-210 b,Transit,0,1,0.570233,0.000028,-0.000028,0,1,,,,,0,,,,,0,84.105,4.22,-9.012,0,1,,,,,0,,0.073,0.009,-0.006,0,1,,,,,0,0,0,1,01h10m33.82s,+01d34m41.8s,17.640936,0,1.578266,0,1,177.39,1.84,-1.84,0,1,11.535,0.137,0,V (Johnson),11.585,,0,5396,50,-50,0,2,0.91,0.02,-0.03,0,1,0.85,0.04,-0.03,0,2,0,15/02/2018,K2
K2-211,b,K2-211 b,Transit,0,1,0.669558,0.000032,-0.000032,0,1,,,,,0,,,,,0,81.569,6.224,-13.157,0,1,,,,,0,,0.123,0.015,-0.009,0,1,,,,,0,0,0,1,01h24m25.43s,+01d42m17.8s,21.105953,0,1.704954,0,1,274.39,4.15,-4.15,0,1,13.075,0.11,0,V (Johnson),12.933,,0,5221,50,-50,0,2,0.88,0.02,-0.03,0,1,0.82,0.03,-0.02,0,2,0,15/02/2018,K2
